Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Cameroon,CMR,41.5237560976,41.9653414634,42.4059512195,42.8435609756,43.2786585366,43.7151707317,44.1585121951,44.6136341463,45.0845609756,45.5717804878,46.0763902439,46.5984878049,47.132195122,47.6715609756,48.2111219512,48.7463902439,49.2738292683,49.7903658537,50.2884390244,50.763,51.2070243902,51.6135121951,51.9819756098,52.3104146341,52.5973414634,52.8447804878,53.0567317073,53.2382195122,53.3897804878,53.5099512195,53.5912682927,53.6242682927,53.6019512195,53.5248292683,53.3968780488,53.2186097561,52.9905365854,52.726097561,52.4467317073,52.1738536585,51.9358780488,51.757195122,51.6552682927,51.6390487805,51.7164878049,51.8890487805,52.1502439024,52.4791463415,52.8558292683,53.2648536585,53.6948292683,54.1373658537
"Congo, Rep.",COG,48.5816341463,49.2300487805,49.8439512195,50.4188536585,50.9522926829,51.4413658537,51.8886585366,52.2982195122,52.6770731707,53.029195122,53.3590487805,53.6705365854,53.9660487805,54.2484878049,54.5223170732,54.7929756098,55.069,55.3474146341,55.6237560976,55.8905365854,56.1392195122,56.3617804878,56.545195122,56.676,56.7427560976,56.7230243902,56.5983902439,56.3684390244,56.0437073171,55.6402682927,55.1776829268,54.6819756098,54.1836341463,53.7140731707,53.297195122,52.9494146341,52.6766341463,52.4717317073,52.3331219512,52.2712195122,52.3019268293,52.4412439024,52.6921707317,53.048804878,53.4996585366,54.0332926829,54.6342682927,55.2761707317,55.9340487805,56.5844878049,57.2040243902,57.7752195122
Colombia,COL,56.7167560976,57.2477317073,57.7392195122,58.2007560976,58.6412682927,59.0621707317,59.4633414634,59.8402195122,60.1957804878,60.5370487805,60.873195122,61.2113902439,61.5607804878,61.9283902439,62.3216097561,62.7521463415,63.2321219512,63.7582682927,64.3189756098,64.9003414634,65.4781707317,66.0249268293,66.5200731707,66.9469268293,67.2995365854,67.5742926829,67.776804878,67.929195122,68.0547317073,68.1709756098,68.297195122,68.4513170732,68.6402195122,68.8656341463,69.1295853659,69.4269268293,69.7473658537,70.0744878049,70.3939512195,70.6995609756,70.9872195122,71.257902439,71.5172926829,71.771,72.0186097561,72.2606097561,72.4955853659,72.7230487805,72.9435365854,73.1580731707,73.3676829268,73.5738536585
Comoros,COM,43.4419512195,43.8381463415,44.2339756098,44.6288780488,45.0247073171,45.4262926829,45.843902439,46.2819512195,46.7409756098,47.2185365854,47.7073170732,48.196097561,48.6736585366,49.1326829268,49.5707317073,49.9868292683,50.3863414634,50.7775609756,51.1668292683,51.5580487805,51.9551707317,52.3626585366,52.7775853659,53.196,53.6109268293,54.014902439,54.396,54.7462439024,55.0631463415,55.346195122,55.5994146341,55.8292439024,56.0481219512,56.2645365854,56.4844390244,56.709804878,56.9421463415,57.1764634146,57.4112926829,57.645097561,57.8794390244,58.113804878,58.3487073171,58.5831463415,58.8180487805,59.0523902439,59.2860487805,59.519,59.7497073171,59.9781707317,60.2034146341,60.4254878049
Cabo Verde,CPV,49.0013658537,49.109195122,49.2103902439,49.3149756098,49.4415853659,49.6235365854,49.8966341463,50.283097561,50.791902439,51.4209512195,52.1574878049,52.9761219512,53.839902439,54.7135121951,55.5757560976,56.4105609756,57.214,57.9933414634,58.7557560976,59.4972682927,60.2208292683,60.9298292683,61.626195122,62.3089512195,62.9711707317,63.5984146341,64.1743170732,64.6900487805,65.1432682927,65.5386829268,65.8864146341,66.2015853659,66.5052195122,66.8148536585,67.1424878049,67.4956829268,67.878902439,68.2850731707,68.7071219512,69.1435121951,69.5912439024,70.0477804878,70.5081463415,70.9682682927,71.4226097561,71.8665853659,72.296097561,72.7106341463,73.1096341463,73.4915853659,73.8569756098,74.2068292683
Costa Rica,CRI,61.6063658537,62.1777073171,62.740902439,63.2938780488,63.8361707317,64.3647804878,64.8777317073,65.3765609756,65.8653658537,66.350195122,66.8386097561,67.3396585366,67.8588536585,68.3997317073,68.9612926829,69.5440487805,70.1474878049,70.7600731707,71.3707804878,71.9670487805,72.5328780488,73.0552195122,73.5250731707,73.9404146341,74.3002439024,74.6070487805,74.8698536585,75.1016585366,75.3159756098,75.5223170732,75.7266829268,75.9335609756,76.1419512195,76.3503414634,76.5587317073,76.7676097561,76.9754878049,77.1773658537,77.3732439024,77.5591219512,77.7344878049,77.895804878,78.044097561,78.1823902439,78.3141707317,78.4460243902,78.5845121951,78.7346585366,78.9004878049,79.0825121951,79.2797073171,79.4895609756
Caribbean small states,CSS,61.9939750708,62.4818795682,62.9285938688,63.3306875437,63.6877811094,64.0035169712,64.2840807294,64.5413944219,64.7869253942,65.0298975475,65.2758307436,65.5258145224,65.7770708562,66.0248574041,66.2669218465,66.5035875957,66.7370535769,66.9682123843,67.1979018062,67.4272293495,67.6537772672,67.8685572563,68.0839740426,68.2498731853,68.4036293123,68.5259299964,68.6198165984,68.7104812249,68.7409332518,68.7860548408,68.8218846934,68.8518156081,68.9302714116,68.9014085286,68.9293736314,68.9649458794,69.0117202189,69.1527738937,69.1391802354,69.2260445052,69.3363475975,69.4757721822,69.730441974,69.837389437,70.0537859726,70.2858276263,70.5271482952,70.7686092676,71.0034572135,71.2257812674,71.4325616726,71.6226727653
Cuba,CUB,63.9046585366,64.5164390244,65.1382195122,65.7680243902,66.401804878,67.0315609756,67.6492439024,68.2478536585,68.8208780488,69.365804878,69.883097561,70.3782926829,70.8563902439,71.3209512195,71.7694878049,72.1976097561,72.5988536585,72.9662682927,73.2958292683,73.5845365854,73.8317560976,74.0363658537,74.2032682927,74.3393902439,74.4477560976,74.5289268293,74.5815365854,74.6077073171,74.6180487805,74.623097561,74.6442926829,74.7005609756,74.8037804878,74.9589268293,75.1644634146,75.411,75.6811463415,75.9540243902,76.2126585366,76.4515121951,76.6689512195,76.871804878,77.071902439,77.2776829268,77.4901463415,77.706902439,77.925097561,78.1374390244,78.3410487805,78.534,78.7177804878,78.8938292683
Cyprus,CYP,69.5939268293,69.9278292683,70.2512439024,70.5646829268,70.8691219512,71.1650731707,71.4525365854,71.731,72.0024878049,72.2659756098,72.5229756098,72.7729756098,73.0169756098,73.2544634146,73.4854634146,73.7104390244,73.9304146341,74.1448780488,74.3538536585,74.5578292683,74.756804878,74.9512926829,75.1407560976,75.3252439024,75.5062195122,75.6827073171,75.8561707317,76.0251219512,76.1910731707,76.3540243902,76.5139512195,76.6713902439,76.8263170732,76.9782682927,77.1277073171,77.2746585366,77.419097561,77.5610243902,77.7009268293,77.837804878,77.9716585366,78.1019756098,78.2292682927,78.3530487805,78.4763414634,78.601195122,78.7291463415,78.8637317073,79.0049512195,79.1538292683,79.3098292683,79.4719512195
Czech Republic,CZE,70.3487804878,70.5126829268,69.7868292683,70.3043902439,70.4595121951,70.1631707317,70.3848780488,70.2641463415,69.8407317073,69.3670731707,69.4402439024,69.6770731707,70.1765853659,70.0226829268,70.0865853659,70.4146341463,70.5326829268,70.5734146341,70.643902439,70.7495121951,70.2780487805,70.722195122,70.807804878,70.5914634146,70.8375609756,71.0463414634,70.9973170732,71.4456097561,71.6414634146,71.6756097561,71.383902439,71.8982926829,72.2717073171,72.767804878,72.9726829268,73.0748780488,73.7146341463,73.8248780488,74.5146341463,74.6682926829,74.9682926829,75.1731707317,75.2219512195,75.1707317073,75.7219512195,75.9243902439,76.5243902439,76.7243902439,76.9756097561,77.0780487805,77.4243902439,77.8731707317
Germany,DEU,69.3129512195,69.5099512195,69.6925121951,69.860097561,70.0137073171,70.1518292683,70.2709268293,70.3735121951,70.465097561,70.5506829268,70.6397804878,70.7428780488,70.867,71.0166829268,71.1954146341,71.4017317073,71.6341463415,71.8836829268,72.142804878,72.4085365854,72.677902439,72.9523902439,73.2309756098,73.5121463415,73.7928536585,74.0645365854,74.3216341463,74.5596097561,74.7789512195,74.9826829268,75.1773658537,75.3195121951,75.8195121951,75.8707317073,76.2707317073,76.4219512195,76.6731707317,77.0731707317,77.4756097561,77.7268292683,77.9268292683,78.3292682927,78.2292682927,78.3804878049,78.6804878049,78.9317073171,79.1317073171,79.5341463415,79.7365853659,79.8365853659,79.987804878,80.7414634146
Djibouti,DJI,44.0212682927,44.4513414634,44.8744390244,45.2910487805,45.7086341463,46.1471463415,46.6335121951,47.1816585366,47.7916341463,48.4529268293,49.136097561,49.8017560976,50.4154878049,50.9548536585,51.413902439,51.8036097561,52.1499756098,52.486902439,52.8398780488,53.2173658537,53.6173414634,54.0288536585,54.4324146341,54.811,55.1586341463,55.4727317073,55.7567317073,56.0166585366,56.2559268293,56.4736097561,56.6631707317,56.8161463415,56.9295853659,57.0035853659,57.0436585366,57.0534146341,57.0384146341,57.011195122,56.9877317073,56.9814634146,57.0103414634,57.0882439024,57.2205609756,57.4112195122,57.6636341463,57.9812926829,58.3641707317,58.8003414634,59.2758780488,59.7773170732,60.291195122,60.8030731707
Denmark,DNK,72.1765853659,72.4382926829,72.3197560976,72.4004878049,72.4851219512,72.3707317073,72.4441463415,72.922195122,73.1214634146,73.2209756098,73.3434146341,73.4146341463,73.4390243902,73.682195122,73.8082926829,74.0751219512,73.7397560976,74.6324390244,74.3929268293,74.2192682927,74.1017073171,74.2304878049,74.5512195122,74.4204878049,74.562195122,74.4275609756,74.5797560976,74.6912195122,74.7717073171,74.7997560976,74.8053658537,75.157804878,75.1941463415,75.1168292683,75.3751219512,75.2126829268,75.5914634146,75.9451219512,76.1390243902,76.3414634146,76.5926829268,76.7926829268,76.8951219512,77.143902439,77.4926829268,77.843902439,78.0951219512,78.1951219512,78.4463414634,78.5975609756,79.1,79.8
Dominican Republic,DOM,51.8452682927,52.5782439024,53.2992439024,54.0067804878,54.7003170732,55.3788292683,56.0442682927,56.695097561,57.3303414634,57.9465121951,58.5396829268,59.104902439,59.6392682927,60.1432682927,60.6169268293,61.062195122,61.4810487805,61.878902439,62.2651463415,62.6472682927,63.0356829268,63.4393658537,63.8628292683,64.3080731707,64.7776341463,65.2725365854,65.7957804878,66.3389268293,66.8885609756,67.4327073171,67.9504146341,68.4222195122,68.8371219512,69.1906341463,69.4832682927,69.7205121951,69.9163414634,70.0917317073,70.2636585366,70.4421463415,70.6327317073,70.8374390244,71.0483170732,71.2608536585,71.4750731707,71.6914146341,71.9093414634,72.1293170732,72.3497804878,72.5712195122,72.7921463415,73.0130487805
Algeria,DZA,46.1351219512,46.5903170732,47.045,47.496195122,47.941902439,48.376097561,48.790804878,49.1875121951,49.5727073171,49.955902439,50.3436341463,50.7439268293,51.171804878,51.6457073171,52.1880731707,52.8362439024,53.6305121951,54.5782682927,55.6675365854,56.8748780488,58.1640243902,59.4867560976,60.7863414634,62.0089512195,63.1171219512,64.0762682927,64.8672195122,65.510195122,66.0275365854,66.4336829268,66.7511707317,67.0031219512,67.2187073171,67.421,67.6285121951,67.848195122,68.0789268293,68.3075853659,68.526097561,68.7329512195,68.930195122,69.1204390244,69.3052682927,69.4862439024,69.6638780488,69.8386097561,70.0083658537,70.1710487805,70.3270731707,70.4749268293,70.6166097561,70.7516829268
Ecuador,ECU,53.1244390244,53.7607560976,54.3544878049,54.8966341463,55.385195122,55.8247073171,56.2256585366,56.6065853659,56.9855365854,57.3734634146,57.7778780488,58.2012439024,58.6410487805,59.0962439024,59.5698536585,60.066804878,60.5901219512,61.140804878,61.7153658537,62.3103658537,62.9238292683,63.5508536585,64.1859512195,64.8206585366,65.4489756098,66.0633902439,66.6593658537,67.2353414634,67.7912926829,68.325195122,68.8390731707,69.3374390244,69.8228292683,70.2987560976,70.7662439024,71.2272439024,71.6822195122,72.1286585366,72.5605609756,72.9739268293,73.3568536585,73.6973902439,73.9905853659,74.239,74.4471463415,74.629,74.8000487805,74.9787317073,75.1765121951,75.3993414634,75.6477073171,75.9166097561
"Egypt, Arab Rep.",EGY,48.0137073171,48.5815853659,49.1065121951,49.6019512195,50.0753902439,50.5203902439,50.9204878049,51.2682439024,51.5686829268,51.8417804878,52.1224878049,52.4552439024,52.8699512195,53.3830731707,53.996097561,54.693,55.4418292683,56.2006341463,56.9379756098,57.6413658537,58.3158292683,58.9804390244,59.6571707317,60.358,61.0759512195,61.789,62.4686341463,63.0898292683,63.6405609756,64.120804878,64.5490731707,64.9553414634,65.3696341463,65.8099512195,66.277804878,66.760195122,67.2316097561,67.6635853659,68.0365853659,68.3451463415,68.5912439024,68.7864390244,68.9516829268,69.1074878049,69.2638292683,69.4311463415,69.613902439,69.8085609756,70.0136097561,70.2280243902,70.4508292683,70.6785609756
Euro area,EMU,69.2630060938,69.6359632435,69.6093522926,69.7669776104,70.2117265423,70.3041953049,70.5843303835,70.7288153082,70.7861484073,70.7992147923,71.1710741311,71.2671729548,71.623218529,71.7175026193,72.050884841,72.208654155,72.477982401,72.8418891906,73.0707982768,73.4067976349,73.6014583795,73.8906543507,74.2317543406,74.3118843642,74.6824280468,74.857912317,75.1355537979,75.4259200683,75.6237032705,75.8501374971,75.9899645096,76.1245994268,76.4875008974,76.6187892757,76.9511599041,77.1039604977,77.3336981555,77.686202284,77.8069466232,78.0161350341,78.3195103203,78.6569721934,78.7702686144,78.8488182633,79.3935487027,79.5155696053,79.9133767401,80.1548350181,80.3348441812,80.5009373947,80.7497965494,81.299548268
Eritrea,ERI,37.362902439,37.5988780488,37.8515853659,38.1231219512,38.4145365854,38.7269756098,39.0610731707,39.4134390244,39.7786829268,40.1508536585,40.5235121951,40.8912195122,41.2488536585,41.5922926829,41.9169268293,42.2146341463,42.4767317073,42.7081463415,42.9167804878,43.1150487805,43.3199268293,43.5499268293,43.8226341463,44.1501463415,44.5450243902,45.0113170732,45.5505853659,46.1518536585,46.8031463415,47.4980243902,48.2359512195,49.0184878049,49.8400487805,50.6896829268,51.5513414634,52.4046097561,53.2285365854,54.0096097561,54.7393414634,55.4116829268,56.0265365854,56.5898536585,57.119,57.6284390244,58.128195122,58.6267804878,59.1292439024,59.6362195122,60.1472439024,60.6633658537,61.185097561,61.7109268293
Spain,ESP,69.1092682927,69.4804878049,69.5190243902,69.6812195122,70.3997560976,70.8092682927,71.0551219512,71.2529268293,71.537804878,71.0575609756,72.0273170732,71.6302439024,72.8180487805,72.6107317073,72.9697560976,73.3187804878,73.6426829268,74.1319512195,74.2956097561,74.8187804878,75.3492682927,75.5285365854,76.1341463415,75.9090243902,76.2953658537,76.2595121951,76.5104878049,76.7280487805,76.7470731707,76.8136585366,76.8375609756,76.9712195122,77.41,77.5465853659,77.9014634146,77.9807317073,78.1204878049,78.6041463415,78.6658536585,78.7170731707,78.9658536585,79.3682926829,79.5682926829,79.6195121951,79.8707317073,80.1707317073,80.8219512195,80.8731707317,81.1756097561,81.4756097561,81.6268292683,82.3268292683
Estonia,EST,67.9059756098,68.3628536585,68.7420487805,69.0540731707,69.3099268293,69.5171219512,69.6806829268,69.8021219512,69.8829268293,69.9276097561,69.9366097561,69.9053414634,69.8333170732,69.7250731707,69.5911707317,69.4437560976,69.2924390244,69.1513658537,69.032195122,68.946,68.9140731707,68.9780487805,69.1268292683,69.3756097561,69.2780487805,69.3804878049,70.0853658537,70.643902439,70.6975609756,70.0390243902,69.4756097561,69.3731707317,68.8634146341,67.9097560976,66.5,67.543902439,69.612195122,69.8097560976,69.3585365854,70.0634146341,70.4170731707,70.2585365854,70.9048780488,71.3170731707,71.9097560976,72.5682926829,72.6914634146,72.8146341463,73.7707317073,74.8243902439,75.4292682927,76.1268292683
Ethiopia,ETH,38.4057073171,39.0686341463,39.6976585366,40.276804878,40.7970731707,41.2544634146,41.6559756098,42.0155609756,42.3461707317,42.652804878,42.939902439,43.211,43.4630243902,43.6915365854,43.8915365854,44.0400243902,44.1110487805,44.0986341463,44.012804878,43.8795365854,43.746804878,43.6735609756,43.7052926829,43.8684878049,44.1686097561,44.5837073171,45.074804878,45.5849268293,46.0731463415,46.5259756098,46.9449512195,47.3461219512,47.7624634146,48.2179512195,48.7180731707,49.2583414634,49.8262195122,50.4066829268,50.9966341463,51.601,52.2411463415,52.9469512195,53.7348780488,54.6088536585,55.5613414634,56.571804878,57.6152195122,58.6536585366,59.6562682927,60.6001463415,61.4679512195,62.2528536585
European Union,EUU,69.2792903556,69.5891624203,69.514312101,69.7591048637,70.2259451839,70.3368152519,70.5672701506,70.6771620223,70.7233152347,70.678645608,70.9972990239,71.1049487143,71.4126916009,71.5329945405,71.8233376904,71.919309363,72.1241759901,72.4080141439,72.5230469079,72.767572215,72.8617611057,73.2012864078,73.4628261948,73.5268146361,73.8017055965,73.8791730833,74.1483338198,74.3859760312,74.5774673573,74.7353418356,74.8448137962,74.9499152539,75.2657862961,75.3692062931,75.6697583975,75.7960658203,76.045221685,76.3370899712,76.509666435,76.7338803749,77.1018419465,77.444353983,77.5745084906,77.7015194792,78.1801883021,78.3257700003,78.6706371308,78.8929586527,79.099352268,79.342697306,79.6305032025,80.1782514473
Finland,FIN,68.8197560976,68.8441463415,68.577804878,69.0126829268,69.2209756098,68.977804878,69.4770731707,69.6665853659,69.6163414634,69.5034146341,70.1795121951,70.0175609756,70.7073170732,71.2236585366,71.1348780488,71.6736585366,71.8129268293,72.3502439024,72.8970731707,73.1553658537,73.44,73.7465853659,74.2980487805,74.2009756098,74.5190243902,74.2229268293,74.56,74.5919512195,74.5770731707,74.792195122,74.8131707317,75.2275609756,75.4553658537,75.7051219512,76.3956097561,76.4095121951,76.6934146341,76.8785365854,77.0907317073,77.2912195122,77.4658536585,77.9658536585,78.1195121951,78.3682926829,78.7146341463,78.8170731707,79.2146341463,79.2634146341,79.5682926829,79.7195121951,79.8707317073,80.4707317073
Fiji,FJI,55.9584878049,56.3927317073,56.8174634146,57.2321707317,57.6388536585,58.0360243902,58.426195122,58.8083414634,59.1824878049,59.5486097561,59.9062439024,60.2523902439,60.5880243902,60.9121463415,61.2262195122,61.5321707317,61.8329756098,62.1295853659,62.4239756098,62.7176585366,63.0086341463,63.2964634146,63.5781707317,63.8533414634,64.1199756098,64.379097561,64.6297073171,64.8732926829,65.1113414634,65.3438536585,65.5708536585,65.7933170732,66.0112439024,66.2241463415,66.4335365854,66.638902439,66.8402439024,67.0375609756,67.2308536585,67.4201219512,67.6058536585,67.788,67.967097561,68.1431463415,68.3176829268,68.4917804878,68.666,68.8423902439,69.021,69.200804878,69.3823170732,69.5639756098
France,FRA,69.8682926829,70.1170731707,70.3146341463,70.5146341463,70.6634146341,70.812195122,70.9609756098,71.1609756098,71.3097560976,71.4585365854,71.6585365854,71.9073170732,72.1073170732,72.356097561,72.6048780488,72.8536585366,73.1024390244,73.3512195122,73.6024390244,73.8512195122,74.0512195122,74.3,74.5,74.8,75,75.3,75.6,75.8,76.1,76.3487804878,76.6,76.8487804878,77.1,77.3,77.6487804878,77.7512195122,77.9536585366,78.3048780488,78.456097561,78.6073170732,78.9585365854,79.0585365854,79.2609756098,79.2634146341,80.1634146341,80.1146341463,80.5146341463,80.8146341463,80.8682926829,81.0682926829,81.3682926829,81.6682926829
"Micronesia, Fed. Sts.",FSM,57.5865853659,57.9855853659,58.3835853659,58.7815853659,59.1795853659,59.5785853659,59.9815853659,60.3875853659,60.7975853659,61.2115853659,61.6335853659,62.0705853659,62.5205853659,62.9755853659,63.4265853659,63.8545853659,64.2395853659,64.5675853659,64.8335853659,65.0365853659,65.1835853659,65.2895853659,65.3735853659,65.4535853659,65.5395853659,65.6365853659,65.7455853659,65.8585853659,65.9725853659,66.0845853659,66.1975853659,66.3101219512,66.4226585366,66.5357073171,66.6482439024,66.7597560976,66.8677073171,66.9716097561,67.072902439,67.1726341463,67.2752439024,67.3842682927,67.5037317073,67.6351463415,67.7760243902,67.9248780488,68.076195122,68.2239756098,68.3657317073,68.4984878049,68.6217317073,68.7379756098
Gabon,GAB,39.557804878,39.9152195122,40.3596341463,40.9095853659,41.5685365854,42.326,43.1589756098,44.0309512195,44.9099268293,45.7784146341,46.6253902439,47.4503658537,48.2633658537,49.0728536585,49.8818536585,50.6918536585,51.5083414634,52.3323170732,53.1642926829,54.0002682927,54.8442195122,55.7001463415,56.5610731707,57.4114878049,58.2329268293,58.9983902439,59.6799512195,60.2595609756,60.7237804878,61.067097561,61.289,61.3964390244,61.4124390244,61.3594634146,61.2535365854,61.0947073171,60.8755365854,60.6005609756,60.2882682927,59.9681219512,59.6880243902,59.4963170732,59.4229268293,59.4842926829,59.6838536585,60.0091463415,60.4312439024,60.9037317073,61.3857073171,61.8527073171,62.2897560976,62.6933414634
United Kingdom,GBR,71.1268292683,70.8780487805,70.9268292683,70.8268292683,71.6243902439,71.6243902439,71.5731707317,72.1243902439,71.7243902439,71.7219512195,71.9731707317,72.2731707317,72.1243902439,72.3243902439,72.5243902439,72.7243902439,72.7756097561,73.2243902439,73.1756097561,73.2756097561,73.6756097561,74.0268292683,74.1780487805,74.3780487805,74.7780487805,74.6292682927,74.9292682927,75.2804878049,75.3804878049,75.5829268293,75.8804878049,76.0829268293,76.4341463415,76.3853658537,76.8853658537,76.8365853659,77.087804878,77.2109756098,77.1902439024,77.3902439024,77.7414634146,77.9926829268,78.143902439,78.4463414634,78.7463414634,79.0487804878,79.2487804878,79.4487804878,79.6,80.0512195122,80.4024390244,80.7536585366
Georgia,GEO,63.4318536585,63.8318536585,64.2343414634,64.6388292683,65.041804878,65.4367804878,65.8187560976,66.1822439024,66.5257317073,66.8492195122,67.1592195122,67.466195122,67.7771707317,68.0911219512,68.4025853659,68.6945609756,68.9435853659,69.1356585366,69.2662926829,69.3394878049,69.3762439024,69.4040243902,69.4492926829,69.5280487805,69.6412439024,69.7748536585,69.900804878,69.9926341463,70.0353414634,70.0324634146,69.9996097561,69.9608292683,69.9477317073,69.9823414634,70.0756829268,70.2337317073,70.4544390244,70.7207317073,71.0140243902,71.3217317073,71.6303414634,71.9297804878,72.2120731707,72.4717317073,72.7057560976,72.9107073171,73.0890731707,73.2484390244,73.396804878,73.5377317073,73.6747317073,73.8097804878
Ghana,GHA,45.8314634146,46.2667073171,46.6825365854,47.0784390244,47.4533658537,47.8076341463,48.1409756098,48.4552439024,48.7564146341,49.0480731707,49.3349756098,49.6219512195,49.9122926829,50.2072926829,50.5095121951,50.8139512195,51.1154634146,51.4098292683,51.6972926829,51.9817804878,52.2717804878,52.5783170732,52.9104390244,53.2736829268,53.6704878049,54.1097073171,54.6026829268,55.1373170732,55.6936341463,56.2471707317,56.7516341463,57.1572682927,57.4367804878,57.579804878,57.5948292683,57.5027073171,57.3407804878,57.1642439024,57.0239268293,56.9537073171,56.9875853659,57.1476097561,57.4219268293,57.7866585366,58.2248536585,58.7045365854,59.1867073171,59.6378536585,60.0299512195,60.3510243902,60.5995609756,60.7885853659
Guinea,GIN,34.8863902439,35.0811219512,35.2603902439,35.4251707317,35.5809268293,35.7316097561,35.8816097561,36.0384390244,36.2115853659,36.4100731707,36.6434878049,36.9204390244,37.242,37.6092439024,38.0246829268,38.4832682927,38.9769512195,39.4996341463,40.0502682927,40.630804878,41.2587804878,41.9557073171,42.7311707317,43.583195122,44.4963658537,45.4547317073,46.4353414634,47.405195122,48.3293170732,49.178195122,49.9188536585,50.5273414634,51.004097561,51.3555365854,51.5875853659,51.6996829268,51.697804878,51.6093414634,51.4751707317,51.3356341463,51.2499268293,51.2762926829,51.4406341463,51.7490243902,52.1945853659,52.7451219512,53.3495365854,53.9437073171,54.4784390244,54.9318780488,55.298,55.590195122
"Gambia, The",GMB,32.0422195122,32.3256341463,32.661097561,33.062097561,33.5376341463,34.093195122,34.7322439024,35.4432682927,36.2112439024,37.0241707317,37.8705609756,38.7374146341,39.6137560976,40.4901219512,41.3569756098,42.2103658537,43.0532682927,43.8886829268,44.720097561,45.5420243902,46.3509512195,47.1468780488,47.9222926829,48.6687073171,49.3771219512,50.0310487805,50.613,51.1184634146,51.5484634146,51.9104634146,52.217,52.4860487805,52.739097561,52.9951219512,53.2651463415,53.5561707317,53.8676585366,54.1906829268,54.5166829268,54.844195122,55.1712195122,55.4977560976,55.8212926829,56.1418536585,56.455902439,56.7619268293,57.0579268293,57.3438780488,57.618804878,57.8816829268,58.1335121951,58.374804878
Guinea-Bissau,GNB,42.1454146341,42.3546585366,42.5628780488,42.7691219512,42.9718536585,43.1690487805,43.3586097561,43.5395121951,43.7132195122,43.879804878,44.039804878,44.1953658537,44.3500731707,44.5064634146,44.6685853659,44.8393902439,45.0208292683,45.213804878,45.4207317073,45.6425853659,45.8808292683,46.135,46.4061219512,46.6912195122,46.9903414634,47.3044390244,47.6359756098,47.9849512195,48.3449268293,48.7115121951,49.0738292683,49.4235365854,49.7517317073,50.0540487805,50.3270243902,50.5678536585,50.7772439024,50.962097561,51.1306341463,51.2904634146,51.4469268293,51.6097560976,51.7815121951,51.9664390244,52.166097561,52.3808536585,52.6082926829,52.8437073171,53.0817317073,53.3206097561,53.5584390244,53.796097561
Equatorial Guinea,GNQ,36.7330487805,37.0324878049,37.3324146341,37.6323414634,37.9317560976,38.2316585366,38.5320731707,38.8325121951,39.1329512195,39.4344390244,39.7349268293,40.0339512195,40.331,40.6270487805,40.9245609756,41.2270243902,41.5388536585,41.8625609756,42.1991463415,42.5481219512,42.9095853659,43.2796097561,43.6552926829,44.0306585366,44.4037317073,44.7734634146,45.1422682927,45.5105609756,45.8732926829,46.2249268293,46.5554878049,46.8535365854,47.1116097561,47.3267804878,47.498097561,47.6215853659,47.692804878,47.7242439024,47.7333414634,47.7375365854,47.7637073171,47.8377317073,47.9765121951,48.1909756098,48.487097561,48.8683658537,49.3278292683,49.8450731707,50.3957317073,50.9653658537,51.5330731707,52.084902439
Greece,GRC,68.163902439,68.5486341463,68.8922682927,69.1857073171,69.4294390244,69.638,69.8374634146,70.0524634146,70.3025609756,70.5892926829,70.9036341463,71.2265609756,71.535,71.8148536585,72.0646341463,72.2937073171,72.5195609756,72.7616585366,73.0310731707,73.3293658537,73.6471463415,73.9694878049,74.2780243902,74.5648780488,74.8271707317,75.0765609756,75.3302195122,75.6026341463,75.9006585366,76.687804878,76.9390243902,77.1365853659,77.3829268293,77.3902439024,77.6390243902,77.5853658537,77.6853658537,78.1365853659,77.8390243902,77.987804878,77.887804878,78.387804878,78.6414634146,78.8414634146,79.0390243902,79.2390243902,79.4390243902,79.4390243902,79.9390243902,80.187804878,80.387804878,80.743902439
Grenada,GRD,59.8159268293,60.2495121951,60.670097561,61.0766829268,61.4712682927,61.8533414634,62.2229268293,62.5810243902,62.9266341463,63.2622439024,63.5878780488,63.9035121951,64.2096585366,64.5078292683,64.797,65.0791707317,65.3533658537,65.6185609756,65.8767560976,66.1269512195,66.3696585366,66.6058780488,66.8355853659,67.059804878,67.2780243902,67.4907560976,67.6984878049,67.9007317073,68.0974878049,68.2897560976,68.4750243902,68.653804878,68.8256097561,68.9913902439,69.154195122,69.3175121951,69.4863170732,69.6616341463,69.8474634146,70.0442926829,70.2531219512,70.4744634146,70.705804878,70.9411463415,71.1764634146,71.4067560976,71.625,71.8286829268,72.014804878,72.1833658537,72.3368780488,72.4763658537
